"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"10338799",2.75,0.530514779632583,0.625594242761221,0.848017362325809,0.396428301470355,0.999999712223997
"10339742",2.75,0.530514779632583,0.625594242761221,0.848017362325809,0.396428301470355,0.999999712223997
"10341469",2.75,0.530514779632583,0.625594242761221,0.848017362325809,0.396428301470355,0.999999712223997
"10343985",2.75,0.530514779632583,0.625594242761221,0.848017362325809,0.396428301470355,0.999999712223997
"10341308",2.75,0.530514779632582,0.625594242761221,0.848017362325808,0.396428301470356,0.999999712223997
"10341366",2.75,-0.530514236822783,0.625594276761264,-0.848016448566768,0.396428810348821,0.999999712223997
"10344007",2.75,-0.530514236822783,0.625594276761264,-0.848016448566768,0.396428810348821,0.999999712223997
"10338549",2.75,-0.530514236822782,0.625594276761264,-0.848016448566767,0.396428810348821,0.999999712223997
"10343551",2.75,-0.530514236822782,0.625594276761264,-0.848016448566767,0.396428810348821,0.999999712223997
"10564111",6.25,-0.347923029116214,0.411025837586026,-0.846474837590705,0.39728790514003,0.999999712223997
"10339166",4.375,0.415037663092937,0.492774043667934,0.842247412228999,0.399649480035801,0.999999712223997
"10343057",4.375,0.415037663092937,0.492774043667934,0.842247412228999,0.399649480035802,0.999999712223997
"10338855",4.375,-0.415037158603698,0.492774052490574,-0.842246373375428,0.399650061408357,0.999999712223997
"10343565",4.375,-0.415037158603698,0.492774052490573,-0.842246373375427,0.399650061408357,0.999999712223997
"10535904",8.625,0.293731363984844,0.349161543131355,0.841247754121484,0.40020915291366,0.999999712223997
"10343263",4.625,-0.392317095751007,0.47874656133227,-0.819467182509377,0.412519918236051,0.999999712223997
"10338419",4.625,-0.392317094604294,0.478746561186339,-0.819467180363924,0.41251991945965,0.999999712223997
"10432886",9.125,0.27753413559845,0.339272745634573,0.818026614779658,0.413341990208092,0.999999712223997
"10600480",6.75,-0.321927844052592,0.39509825928251,-0.814804511255519,0.41518421825101,0.999999712223997
"10603230",6.75,-0.321927844052592,0.39509825928251,-0.814804511255519,0.41518421825101,0.999999712223997
"10605353",6.75,-0.321927844052592,0.39509825928251,-0.814804511255519,0.41518421825101,0.999999712223997
"10340724",3,0.485426929109368,0.597332246516584,0.81265816794622,0.41641407148926,0.999999712223997
"10343687",3,-0.485426385269107,0.59733227198944,-0.812657222842445,0.416414613506126,0.999999712223997
"10338097",3,-0.485426385269106,0.59733227198944,-0.812657222842445,0.416414613506126,0.999999712223997
"10563913",7,-0.31033987573102,0.387808791708607,-0.800239402422328,0.423572104730946,0.999999712223997
"10563917",7,-0.31033987573102,0.387808791708607,-0.800239402422328,0.423572104730946,0.999999712223997
"10563923",7,-0.31033987573102,0.387808791708607,-0.800239402422328,0.423572104730946,0.999999712223997
"10523145",4.875,0.371968952235594,0.465876654030545,0.79842797233451,0.424622176027326,0.999999712223997
"10344221",4.875,-0.371968470848191,0.465876659605331,-0.798426929486671,0.424622780995594,0.999999712223997
"10341818",4.875,-0.371968463973357,0.465876660092623,-0.798426913894774,0.42462279004064,0.999999712223997
"10340124",3.25,-0.447458565620562,0.572689332063391,-0.781328620193388,0.434609241273143,0.999999712223997
"10344522",5.125,0.353637138915417,0.454010826452806,0.778917854621199,0.436028105599801,0.999999712223997
"10391013",10.125,0.249978407663407,0.321802805595585,0.776806178556315,0.437273130949935,0.999999712223997
"10414202",7.5,0.289506784638642,0.374378815210196,0.773299056668304,0.439345413930853,0.999999712223997
"10364712",7.75,-0.280107692219347,0.368172941751721,-0.76080466665103,0.446773746653903,0.999999712223997
